name,submissions,placements,time_to_first_submission,requirements_submitted_to,submissions_to_interview_number,interview_to_offer_number
Recruiter_5040,48,12,3.38,43,0.76,2.61
Recruiter_5041,49,9,5.72,68,1.97,1.12
Recruiter_5042,56,5,9.24,61,2.05,4.51
Recruiter_5043,60,10,1.57,84,2.66,4.52
Recruiter_5044,50,10,5.98,37,0.67,1.24
Recruiter_5045,46,14,5.01,42,2.3,2.56
Recruiter_5046,54,10,3.74,54,1.18,3.16
Recruiter_5047,66,8,10.5,94,2.08,2.37
Recruiter_5048,45,5,17.55,61,2.46,3.22
Recruiter_5049,46,11,4.91,61,1.32,3.34
Recruiter_5050,50,6,4.31,20,2.85,1.75
Recruiter_5051,35,7,5.17,49,2.93,2.09
Recruiter_5052,44,12,17.78,10,1.48,3.82
Recruiter_5053,59,9,18.24,47,0.59,3.17
Recruiter_5054,45,9,4.69,18,1.33,2.15
Recruiter_5055,40,10,2.47,92,2.13,2.57
Recruiter_5056,44,10,8.45,57,2.16,3.58
Recruiter_5057,45,8,2.38,89,1.34,2.35
Recruiter_5058,41,15,10.48,63,1.69,3.79
Recruiter_5059,50,9,17.46,48,2.4,3.7
Recruiter_5060,53,6,8.44,99,0.58,4.59
Recruiter_5061,53,11,0.51,11,2.74,1.27
Recruiter_5062,54,8,4.42,64,2.97,1.02
Recruiter_5063,54,8,0.74,75,1.66,3.2
Recruiter_5064,61,5,12.37,23,2.11,3.23
Recruiter_5065,52,15,1.91,18,1.45,3.6
Recruiter_5066,56,10,8.66,75,2.64,2.17
Recruiter_5067,46,10,16.24,59,1.11,4.88
Recruiter_5068,49,9,7.98,11,2.52,2.69
Recruiter_5069,65,14,2.39,33,2.75,4.04
Recruiter_5070,64,9,10.57,98,1.28,3.11
Recruiter_5071,50,13,0.52,62,0.78,4.13
Recruiter_5072,46,9,5.15,85,2.41,1.21
Recruiter_5073,31,9,0.17,19,0.59,2.24
Recruiter_5074,42,9,0.41,23,1.67,2.99
Recruiter_5075,48,11,9.73,12,1.42,4.87
Recruiter_5076,49,8,13.5,16,1.26,3.1
Recruiter_5077,40,7,0.28,25,2.42,1.49
Recruiter_5078,54,9,2.06,22,1.81,3.02
Recruiter_5079,48,8,1.62,65,0.52,4.04
Recruiter_5080,52,12,15.76,23,1.68,3.5
Recruiter_5081,49,10,8.51,27,0.87,1.45
Recruiter_5082,53,18,7.2,47,2.97,4.05
Recruiter_5083,40,14,6.23,33,1.64,2.89
Recruiter_5084,53,10,9.18,42,2.04,1.89
Recruiter_5085,46,10,3.98,29,1.13,3.99
Recruiter_5086,45,15,19.75,98,1.53,3.42
Recruiter_5087,46,12,24.92,89,1.2,4.8
Recruiter_5088,45,14,8.95,14,2.48,1.84
Recruiter_5089,42,11,0.0,62,1.56,3.17
Recruiter_5090,58,13,12.72,29,1.09,3.77
Recruiter_5091,45,11,4.39,83,1.47,4.47
Recruiter_5092,46,8,11.14,23,2.59,1.98
Recruiter_5093,54,8,4.49,52,2.72,3.57
Recruiter_5094,47,7,2.68,50,2.18,2.99
Recruiter_5095,37,11,7.83,86,1.75,3.48
Recruiter_5096,63,11,1.57,40,2.02,4.14
Recruiter_5097,58,4,17.34,55,1.43,3.59
Recruiter_5098,53,17,7.28,49,0.57,3.66
Recruiter_5099,45,14,9.48,59,2.56,4.23
Recruiter_5100,50,10,6.74,58,0.54,3.53
Recruiter_5101,58,7,7.84,88,1.15,2.04
Recruiter_5102,49,5,6.04,47,0.7,3.77
Recruiter_5103,44,5,0.18,98,2.52,4.77
Recruiter_5104,39,11,3.28,80,1.55,4.76
Recruiter_5105,41,7,7.48,78,1.28,1.57
Recruiter_5106,51,7,1.37,22,2.32,1.82
Recruiter_5107,48,13,0.44,38,2.79,1.71
Recruiter_5108,64,11,5.48,83,2.21,1.37
Recruiter_5109,52,6,0.93,21,2.45,3.42
Recruiter_5110,54,16,2.05,79,2.09,1.28
Recruiter_5111,51,5,4.65,16,2.12,4.07
Recruiter_5112,48,7,1.73,36,1.31,4.34
Recruiter_5113,60,13,3.71,29,0.84,4.18
Recruiter_5114,51,14,0.97,46,2.57,3.53
Recruiter_5115,64,11,4.02,51,1.28,2.68
Recruiter_5116,49,12,2.54,72,2.39,2.28
Recruiter_5117,45,7,6.11,42,1.81,1.54
Recruiter_5118,53,11,4.25,80,0.78,2.66
Recruiter_5119,41,5,11.14,24,1.6,3.04
Recruiter_5120,48,5,6.21,13,1.49,1.26
Recruiter_5121,62,9,6.61,21,0.97,4.99
Recruiter_5122,46,7,8.47,60,2.94,4.23
Recruiter_5123,58,12,4.07,77,0.94,2.54
Recruiter_5124,51,11,8.59,54,2.31,2.39
Recruiter_5125,51,7,12.95,11,1.78,3.8
Recruiter_5126,49,9,10.09,12,2.71,4.63
Recruiter_5127,47,8,0.4,38,0.83,4.74
Recruiter_5128,41,11,9.58,84,2.44,3.96
Recruiter_5129,43,12,0.28,25,2.27,1.98
Recruiter_5130,38,8,0.88,96,1.02,4.62
Recruiter_5131,52,10,2.53,12,0.99,3.92
Recruiter_5132,55,6,9.27,18,1.28,2.57
Recruiter_5133,58,8,8.61,86,2.92,3.01
Recruiter_5134,54,9,9.78,69,0.63,1.23
Recruiter_5135,50,4,4.82,32,1.3,2.48
Recruiter_5136,47,15,4.51,91,2.42,3.99
Recruiter_5137,61,13,1.83,91,1.08,4.14
Recruiter_5138,42,11,5.68,51,1.22,1.68
Recruiter_5139,32,10,4.33,31,0.8,1.17
Recruiter_5140,63,11,16.23,20,1.43,1.67
Recruiter_5141,54,13,4.53,57,2.61,3.38
Recruiter_5142,51,12,1.85,86,2.76,4.14
Recruiter_5143,46,9,18.98,56,1.78,4.94
Recruiter_5144,44,9,2.87,84,2.62,1.63
Recruiter_5145,45,11,6.75,52,2.5,4.02
Recruiter_5146,45,8,19.91,76,1.78,1.13
Recruiter_5147,51,11,2.38,52,1.41,2.39
Recruiter_5148,56,10,5.13,39,2.7,3.33
Recruiter_5149,47,9,2.3,61,1.22,3.36
Recruiter_5150,44,14,13.45,91,2.88,2.86
Recruiter_5151,53,11,5.22,40,1.93,2.04
Recruiter_5152,53,13,0.29,26,2.86,4.94
Recruiter_5153,52,9,0.93,45,0.98,1.31
Recruiter_5154,51,12,2.58,72,2.66,2.77
Recruiter_5155,37,11,2.15,54,1.19,1.31
Recruiter_5156,55,12,9.38,55,2.73,4.39
Recruiter_5157,63,10,3.04,11,2.32,2.65
Recruiter_5158,51,13,0.89,82,1.35,3.76
Recruiter_5159,52,10,3.95,23,1.44,2.12
Recruiter_5160,49,8,1.42,66,1.65,3.07
Recruiter_5161,45,10,10.45,28,0.95,1.04
Recruiter_5162,35,10,0.46,45,2.11,3.21
Recruiter_5163,53,7,30.08,89,0.7,3.27
Recruiter_5164,47,17,0.32,64,2.39,1.0
Recruiter_5165,43,9,0.84,23,2.12,4.03
Recruiter_5166,52,9,7.88,38,1.33,1.42
Recruiter_5167,46,12,2.48,33,1.92,1.11
Recruiter_5168,45,10,5.48,55,1.64,3.58
Recruiter_5169,67,8,9.68,53,1.86,4.98
Recruiter_5170,68,11,0.02,91,0.91,4.96
Recruiter_5171,60,9,6.96,90,0.67,3.26
Recruiter_5172,48,8,8.73,38,0.52,3.29
Recruiter_5173,60,11,1.18,95,2.95,3.91
Recruiter_5174,43,16,2.68,53,2.54,4.46
Recruiter_5175,40,10,8.79,32,0.89,1.62
Recruiter_5176,52,8,6.99,84,2.46,2.52
Recruiter_5177,49,9,15.44,71,1.39,3.41
Recruiter_5178,52,10,18.0,42,1.64,1.43
Recruiter_5179,52,13,0.84,45,1.62,3.54
Recruiter_5180,47,7,14.99,56,1.64,1.5
Recruiter_5181,47,9,0.02,46,2.98,1.6
Recruiter_5182,53,10,14.63,44,2.89,3.04
Recruiter_5183,58,8,0.81,88,1.46,4.99
Recruiter_5184,42,8,8.81,26,1.64,1.5
Recruiter_5185,45,11,11.51,83,2.23,3.64
Recruiter_5186,64,13,4.22,79,2.26,2.23
Recruiter_5187,47,16,9.91,83,2.82,1.57
Recruiter_5188,43,11,10.43,40,2.4,1.58
Recruiter_5189,49,8,9.32,96,0.71,4.16
Recruiter_5190,49,5,9.78,49,1.38,1.23
Recruiter_5191,48,11,5.87,71,0.85,2.1
Recruiter_5192,40,9,30.51,72,0.54,3.58
Recruiter_5193,42,12,16.91,80,1.1,4.54
Recruiter_5194,48,9,2.59,17,2.16,3.95
Recruiter_5195,46,11,14.03,46,1.67,4.35
Recruiter_5196,38,14,2.03,91,1.24,1.13
Recruiter_5197,41,4,6.42,68,2.33,1.69
Recruiter_5198,47,12,7.51,87,2.96,4.66
Recruiter_5199,61,4,1.6,40,2.19,1.11
Recruiter_5200,52,5,0.35,62,0.79,1.53
Recruiter_5201,52,9,4.79,25,1.78,2.81
Recruiter_5202,59,14,6.54,57,2.16,1.25
Recruiter_5203,58,9,0.12,11,0.61,4.16
Recruiter_5204,52,9,1.46,86,1.01,4.46
Recruiter_5205,50,15,1.13,76,2.52,1.78
Recruiter_5206,59,11,15.44,20,2.26,1.65
Recruiter_5207,59,13,1.46,52,2.85,1.27
Recruiter_5208,49,10,2.85,85,1.19,1.78
Recruiter_5209,58,4,1.52,78,1.95,1.81
Recruiter_5210,51,10,2.23,66,2.39,4.93
Recruiter_5211,39,13,6.36,42,2.35,1.61
Recruiter_5212,42,15,5.67,38,1.28,1.51
Recruiter_5213,53,6,6.49,54,2.2,1.47
Recruiter_5214,41,7,1.72,69,0.81,1.65
Recruiter_5215,45,14,7.66,30,1.84,1.78
Recruiter_5216,43,7,5.64,47,1.76,3.82
Recruiter_5217,50,8,0.34,18,1.54,1.45
Recruiter_5218,53,10,1.49,76,2.62,4.07
Recruiter_5219,62,8,7.34,67,1.59,3.71
Recruiter_5220,58,6,3.7,35,0.59,3.04
Recruiter_5221,63,7,0.75,58,0.75,2.51
Recruiter_5222,56,12,16.43,94,0.78,4.59
Recruiter_5223,42,11,6.59,16,1.96,3.75
Recruiter_5224,45,16,4.3,87,2.58,1.21
Recruiter_5225,39,4,6.86,23,0.86,2.41
Recruiter_5226,45,7,26.8,36,2.12,3.67
Recruiter_5227,43,10,8.47,40,0.96,2.45
Recruiter_5228,55,13,8.22,21,2.47,2.82
Recruiter_5229,50,12,0.39,75,0.75,4.25
Recruiter_5230,40,16,8.5,57,2.47,1.48
Recruiter_5231,55,9,11.19,49,2.93,1.34
Recruiter_5232,53,8,11.87,53,1.93,1.77
Recruiter_5233,48,8,31.76,32,1.55,4.78
Recruiter_5234,51,12,13.1,28,2.74,3.97
Recruiter_5235,57,10,2.78,32,1.15,4.0
Recruiter_5236,48,10,0.68,36,1.36,3.81
Recruiter_5237,52,8,0.84,53,1.5,2.2
Recruiter_5238,53,8,6.34,12,2.32,2.03
Recruiter_5239,38,11,13.56,36,2.78,1.9
Recruiter_5240,49,7,8.23,33,1.62,1.45
Recruiter_5241,51,7,8.36,98,2.11,4.94
Recruiter_5242,49,8,7.02,40,1.36,2.84
Recruiter_5243,52,13,5.58,10,1.35,2.0
Recruiter_5244,53,11,9.07,97,1.3,3.25
Recruiter_5245,50,7,6.98,87,1.17,3.16
Recruiter_5246,65,5,8.32,56,2.45,4.87
Recruiter_5247,47,6,4.89,46,1.97,2.52
Recruiter_5248,40,2,1.93,40,0.99,2.88
Recruiter_5249,44,9,4.07,43,2.94,4.24
Recruiter_5250,49,7,4.82,43,1.06,2.99
Recruiter_5251,39,8,7.35,38,2.85,2.82
Recruiter_5252,50,11,3.5,76,2.76,3.51
Recruiter_5253,52,11,2.39,61,1.06,3.86
Recruiter_5254,57,9,16.91,68,0.98,2.41
Recruiter_5255,40,15,4.64,16,1.57,3.02
Recruiter_5256,56,10,2.79,50,2.71,4.53
Recruiter_5257,45,12,12.59,52,1.31,3.57
Recruiter_5258,52,9,12.2,62,1.68,2.01
Recruiter_5259,44,13,6.14,85,1.68,3.06
Recruiter_5260,64,11,3.27,53,1.07,4.72
Recruiter_5261,52,8,2.75,78,0.82,3.35
Recruiter_5262,57,8,3.79,62,0.58,2.81
Recruiter_5263,37,15,3.72,47,0.82,1.47
Recruiter_5264,40,7,9.21,69,0.95,1.4
Recruiter_5265,41,16,2.87,42,1.2,3.37
Recruiter_5266,49,11,1.52,86,2.44,2.31
Recruiter_5267,55,8,3.58,64,1.35,1.09
Recruiter_5268,45,8,17.01,73,1.23,4.65
Recruiter_5269,45,9,0.8,26,1.09,3.99
Recruiter_5270,49,9,10.64,60,0.51,3.95
Recruiter_5271,44,4,8.94,86,2.01,4.25
Recruiter_5272,51,7,0.59,86,2.29,4.09
Recruiter_5273,57,8,7.04,33,1.46,1.97
Recruiter_5274,56,12,1.62,41,2.86,1.49
Recruiter_5275,53,13,0.85,93,1.98,2.87
Recruiter_5276,46,8,1.08,90,1.85,4.67
Recruiter_5277,57,7,2.67,16,2.34,4.17
Recruiter_5278,52,10,1.08,28,2.29,1.04
Recruiter_5279,41,7,10.53,71,1.52,4.17
Recruiter_5280,51,14,29.64,69,2.15,3.26
Recruiter_5281,58,15,4.12,24,2.76,4.89
Recruiter_5282,49,12,4.83,77,2.82,1.95
Recruiter_5283,53,14,5.35,42,1.13,3.32
Recruiter_5284,45,6,2.78,74,1.71,3.84
Recruiter_5285,53,7,17.21,47,0.74,1.93
Recruiter_5286,48,5,4.51,21,1.98,2.6
Recruiter_5287,44,11,13.43,62,1.99,4.98
Recruiter_5288,56,9,13.18,45,0.58,3.51
Recruiter_5289,65,10,8.07,76,1.29,3.21
Recruiter_5290,54,7,14.85,25,2.61,2.22
Recruiter_5291,42,14,30.31,12,0.9,3.98
Recruiter_5292,46,8,13.24,53,2.5,2.26
Recruiter_5293,43,11,8.55,51,2.99,3.45
Recruiter_5294,49,10,2.37,91,1.37,1.55
Recruiter_5295,57,12,4.55,13,2.72,1.73
Recruiter_5296,37,9,3.23,18,2.9,1.27
Recruiter_5297,46,14,4.63,85,1.92,2.26
Recruiter_5298,46,11,0.85,31,2.29,1.38
Recruiter_5299,46,7,1.94,58,0.94,2.54
Recruiter_5300,48,12,4.21,44,1.31,3.65
Recruiter_5301,50,13,26.3,45,1.01,2.45
Recruiter_5302,58,5,11.35,24,1.35,3.64
Recruiter_5303,45,15,2.31,49,0.78,1.27
Recruiter_5304,49,9,3.05,98,1.95,2.53
Recruiter_5305,48,13,0.14,14,2.21,4.2
Recruiter_5306,45,9,0.5,81,0.83,4.98
Recruiter_5307,56,6,11.37,44,0.89,4.79
Recruiter_5308,44,11,29.98,87,2.71,1.71
Recruiter_5309,52,6,5.6,56,2.31,3.3
Recruiter_5310,64,10,10.76,27,1.56,1.12
Recruiter_5311,59,12,2.03,13,2.94,4.48
Recruiter_5312,59,10,4.23,50,1.21,3.44
Recruiter_5313,49,8,0.49,71,1.5,3.06
Recruiter_5314,44,8,5.48,14,1.83,1.31
Recruiter_5315,58,11,0.21,35,1.35,3.38
Recruiter_5316,49,13,5.42,72,2.84,4.77
Recruiter_5317,44,3,1.26,36,1.63,4.75
Recruiter_5318,44,9,21.07,28,1.35,1.36
Recruiter_5319,48,10,0.28,38,1.93,1.26
Recruiter_5320,44,6,1.06,44,2.46,4.36
Recruiter_5321,50,15,16.29,42,2.48,4.35
Recruiter_5322,48,15,10.45,19,2.65,3.72
Recruiter_5323,51,17,2.3,66,0.9,3.6
Recruiter_5324,50,4,9.47,52,2.23,4.34
Recruiter_5325,48,14,12.58,17,0.64,1.23
Recruiter_5326,40,10,2.58,48,1.95,3.03
Recruiter_5327,48,14,1.96,17,1.16,3.24
Recruiter_5328,51,9,8.89,30,0.82,3.48
Recruiter_5329,54,10,2.59,22,1.05,2.0
Recruiter_5330,44,9,3.41,16,1.62,1.18
Recruiter_5331,54,11,5.26,58,1.85,4.74
Recruiter_5332,42,9,0.62,17,0.69,1.21
Recruiter_5333,45,8,1.16,41,2.3,2.39
Recruiter_5334,50,12,19.92,83,1.76,2.1
Recruiter_5335,47,16,3.98,17,2.0,1.87
Recruiter_5336,58,10,25.4,53,2.11,2.03
Recruiter_5337,49,14,0.45,48,2.61,1.97
Recruiter_5338,43,15,4.9,78,1.69,4.85
Recruiter_5339,55,5,1.44,25,0.55,1.71
Recruiter_5340,59,9,9.14,15,2.08,4.99
Recruiter_5341,42,17,6.96,91,0.9,2.47
Recruiter_5342,54,12,14.83,16,1.22,3.96
Recruiter_5343,67,5,1.09,53,1.49,1.63
Recruiter_5344,38,9,3.19,23,2.16,3.66
Recruiter_5345,53,3,4.27,22,1.63,4.13
Recruiter_5346,58,11,1.67,77,0.88,2.12
Recruiter_5347,42,7,2.01,96,1.75,4.1
Recruiter_5348,56,10,13.86,78,2.04,3.3
Recruiter_5349,50,9,13.49,44,1.02,2.32
Recruiter_5350,43,11,12.42,69,1.4,3.15
Recruiter_5351,53,9,11.31,62,1.45,3.9
Recruiter_5352,44,10,6.42,87,2.29,4.98
Recruiter_5353,55,7,8.28,61,1.75,3.84
Recruiter_5354,52,14,20.61,85,1.88,4.02
Recruiter_5355,43,8,3.42,62,2.65,4.82
Recruiter_5356,40,5,9.79,50,2.72,3.63
Recruiter_5357,44,10,10.52,15,1.35,2.54
Recruiter_5358,52,5,0.95,31,1.74,2.88
Recruiter_5359,53,11,12.26,83,1.97,1.59
Recruiter_5360,57,13,3.96,39,2.39,1.16
Recruiter_5361,52,12,7.85,31,0.62,3.28
Recruiter_5362,42,11,6.46,60,1.67,2.18
Recruiter_5363,52,8,8.81,35,2.7,4.48
Recruiter_5364,36,5,0.96,74,2.62,4.11
Recruiter_5365,53,9,9.23,83,1.15,2.7
Recruiter_5366,43,8,0.6,85,0.78,2.3
Recruiter_5367,43,7,17.41,50,2.81,1.26
Recruiter_5368,39,10,11.47,99,2.59,2.61
Recruiter_5369,41,8,0.24,75,1.77,4.72
Recruiter_5370,45,9,3.52,89,2.21,3.95
Recruiter_5371,46,11,5.83,31,0.84,3.1
Recruiter_5372,55,8,8.08,39,2.58,2.97
Recruiter_5373,50,5,13.35,45,1.6,2.01
Recruiter_5374,49,5,4.09,61,0.93,3.65
Recruiter_5375,59,15,28.74,98,1.63,4.64
Recruiter_5376,56,11,1.75,48,1.81,4.03
Recruiter_5377,61,9,1.89,59,2.44,2.99
Recruiter_5378,46,9,4.72,82,2.91,1.07
Recruiter_5379,53,13,33.82,91,0.6,4.58
Recruiter_5380,51,13,26.77,54,1.87,3.69
Recruiter_5381,55,7,0.5,59,1.44,3.89
Recruiter_5382,54,4,5.04,78,1.71,1.0
Recruiter_5383,52,13,4.82,23,0.68,3.28
Recruiter_5384,35,17,3.01,45,0.68,1.73
Recruiter_5385,58,10,12.34,91,2.98,4.4
Recruiter_5386,43,5,7.2,73,1.33,1.27
Recruiter_5387,39,6,0.97,45,2.43,4.98
Recruiter_5388,62,7,3.19,88,0.81,1.7
Recruiter_5389,54,10,10.16,17,1.59,1.61
Recruiter_5390,54,10,1.63,74,0.68,2.48
Recruiter_5391,45,6,2.76,72,2.3,4.98
Recruiter_5392,39,17,2.61,79,1.6,2.73
Recruiter_5393,42,12,0.04,54,2.42,2.98
Recruiter_5394,40,11,25.88,23,2.11,2.43
Recruiter_5395,48,8,3.96,73,0.6,1.99
Recruiter_5396,37,6,27.44,24,2.71,3.1
Recruiter_5397,50,11,7.02,64,2.51,3.92
Recruiter_5398,29,10,2.16,48,1.01,2.41
Recruiter_5399,43,10,1.0,25,1.6,1.78
Recruiter_5400,53,14,26.17,15,1.62,3.33
Recruiter_5401,47,6,1.43,23,2.12,4.43
Recruiter_5402,51,10,1.96,57,1.16,2.46
Recruiter_5403,62,5,1.94,75,2.31,2.76
Recruiter_5404,51,15,10.05,76,2.77,1.56
Recruiter_5405,48,12,3.14,29,0.8,2.25
Recruiter_5406,41,7,12.27,77,1.62,1.53
Recruiter_5407,43,9,6.85,14,1.21,1.41
Recruiter_5408,47,11,2.26,36,2.19,2.15
Recruiter_5409,47,13,19.75,54,0.85,2.26
Recruiter_5410,49,20,0.22,76,0.7,1.88
Recruiter_5411,51,10,4.39,72,1.49,4.53
Recruiter_5412,40,5,2.18,47,2.75,2.44
Recruiter_5413,49,15,0.82,17,1.64,1.98
Recruiter_5414,50,12,2.97,97,1.99,4.99
Recruiter_5415,52,9,10.49,69,1.28,3.93
Recruiter_5416,37,12,7.66,16,1.06,4.79
Recruiter_5417,54,4,0.24,95,2.17,2.06
Recruiter_5418,66,12,0.3,94,1.42,1.49
Recruiter_5419,46,5,19.7,16,1.63,4.48
Recruiter_5420,49,13,20.03,99,1.73,2.51
Recruiter_5421,42,7,1.23,46,0.61,3.0
Recruiter_5422,45,10,3.4,62,1.48,4.55
Recruiter_5423,44,14,4.66,38,2.55,4.26
Recruiter_5424,58,5,9.45,34,2.97,2.13
Recruiter_5425,54,13,19.33,71,2.31,1.78
Recruiter_5426,60,9,5.3,27,2.87,3.99
Recruiter_5427,45,11,1.77,41,2.21,4.82
Recruiter_5428,50,9,2.99,39,2.02,2.73
Recruiter_5429,42,13,8.65,29,0.53,2.5
Recruiter_5430,39,17,18.62,66,0.87,3.79
Recruiter_5431,47,7,14.92,51,1.73,2.67
Recruiter_5432,48,6,10.3,63,2.37,3.84
Recruiter_5433,64,10,2.7,76,2.89,3.37
Recruiter_5434,55,12,7.11,43,2.75,1.03
Recruiter_5435,49,9,10.48,47,2.77,3.13
Recruiter_5436,56,8,4.6,91,0.64,2.48
Recruiter_5437,32,10,1.3,30,2.43,2.46
Recruiter_5438,42,10,16.87,13,2.74,1.83
Recruiter_5439,48,9,3.62,58,1.0,1.45
Recruiter_5440,41,5,7.43,31,2.57,3.24
Recruiter_5441,45,6,3.13,82,2.36,1.44
Recruiter_5442,55,14,12.8,41,2.14,1.36
Recruiter_5443,52,12,2.54,55,1.18,3.18
Recruiter_5444,46,12,7.17,29,2.74,2.74
Recruiter_5445,34,8,8.2,18,0.89,4.92
Recruiter_5446,37,11,3.68,28,2.71,4.46
Recruiter_5447,52,8,27.7,88,2.17,2.7
Recruiter_5448,47,14,1.41,90,1.39,3.96
Recruiter_5449,56,7,23.12,70,2.25,1.9
Recruiter_5450,46,15,16.23,80,2.57,1.9
Recruiter_5451,49,10,3.86,94,2.22,3.19
Recruiter_5452,44,9,2.48,51,1.64,4.04
Recruiter_5453,67,15,3.01,49,0.95,3.81
Recruiter_5454,56,8,7.88,52,1.43,2.47
Recruiter_5455,44,11,0.06,34,1.0,2.68
Recruiter_5456,61,11,0.15,99,1.26,1.47
Recruiter_5457,49,12,13.28,23,2.71,2.23
Recruiter_5458,48,8,11.47,12,1.28,2.93
Recruiter_5459,50,10,2.29,87,1.02,1.19
Recruiter_5460,43,11,8.86,54,2.12,4.92
Recruiter_5461,40,14,2.27,13,2.31,2.18
Recruiter_5462,38,10,3.29,61,2.36,3.95
Recruiter_5463,44,10,0.33,43,2.2,1.59
Recruiter_5464,53,16,0.4,24,2.27,3.33
Recruiter_5465,42,11,5.04,36,2.28,3.83
Recruiter_5466,54,13,2.15,22,2.94,3.1
Recruiter_5467,50,11,13.28,39,2.33,4.14
Recruiter_5468,47,6,4.77,59,2.84,4.04
Recruiter_5469,63,7,7.21,45,1.97,2.07
Recruiter_5470,46,9,8.03,86,1.79,4.23
Recruiter_5471,55,6,0.04,79,1.62,1.47
Recruiter_5472,43,5,9.78,21,1.66,4.87
Recruiter_5473,55,9,2.45,58,0.55,2.02
Recruiter_5474,60,16,0.18,90,1.92,2.75
Recruiter_5475,52,12,23.71,19,2.3,1.17
Recruiter_5476,65,12,0.49,71,1.19,2.2
Recruiter_5477,40,10,16.82,50,1.96,1.19
Recruiter_5478,47,9,0.13,68,1.12,3.41
Recruiter_5479,53,19,10.93,47,1.47,5.0
Recruiter_5480,40,12,12.96,21,0.59,3.05
Recruiter_5481,55,8,7.43,24,1.14,4.44
Recruiter_5482,49,13,15.83,64,1.27,4.26
Recruiter_5483,62,13,7.97,59,2.06,2.69
Recruiter_5484,40,16,27.38,91,2.76,4.91
Recruiter_5485,43,11,13.98,58,2.12,3.36
Recruiter_5486,36,13,5.0,51,2.07,2.19
Recruiter_5487,64,9,1.7,62,1.31,4.68
Recruiter_5488,55,10,2.98,30,1.07,1.35
Recruiter_5489,50,15,10.94,47,0.97,1.5
Recruiter_5490,39,7,8.47,15,0.94,3.49
Recruiter_5491,53,8,5.06,36,1.69,1.74
Recruiter_5492,59,5,15.43,84,1.57,2.29
Recruiter_5493,46,8,35.9,84,2.99,3.04
Recruiter_5494,66,11,18.59,16,2.75,3.11
Recruiter_5495,50,8,12.01,47,1.48,2.89
Recruiter_5496,48,12,0.17,65,0.51,1.71
Recruiter_5497,58,8,5.47,65,1.28,3.16
Recruiter_5498,50,10,18.13,12,0.64,4.59
Recruiter_5499,54,6,0.82,99,1.64,1.09
Recruiter_5500,58,14,6.61,29,2.92,1.81
Recruiter_5501,53,14,0.85,94,2.07,4.63
Recruiter_5502,46,10,1.52,37,0.9,2.07
Recruiter_5503,53,7,10.97,23,0.7,2.65
Recruiter_5504,48,9,5.1,99,2.42,1.05
Recruiter_5505,57,8,0.49,53,2.88,4.96
Recruiter_5506,52,14,2.91,77,0.78,2.37
Recruiter_5507,52,7,8.31,52,1.68,3.73
Recruiter_5508,42,7,0.41,45,2.84,2.73
Recruiter_5509,55,11,1.57,62,2.25,3.23
Recruiter_5510,47,16,0.2,88,2.11,3.64
Recruiter_5511,53,12,7.76,30,2.79,3.3
Recruiter_5512,53,6,0.09,70,2.22,1.54
Recruiter_5513,50,9,8.96,48,1.9,3.73
Recruiter_5514,57,10,12.1,81,2.98,1.72
Recruiter_5515,71,10,0.69,36,2.83,3.76
Recruiter_5516,43,16,4.84,15,1.2,4.91
Recruiter_5517,51,9,9.23,18,2.4,1.75
Recruiter_5518,44,6,1.57,71,1.75,4.18
Recruiter_5519,52,6,10.19,62,1.85,1.22
Recruiter_5520,43,15,1.38,11,2.27,2.48
Recruiter_5521,53,8,1.37,23,1.82,3.66
Recruiter_5522,51,9,35.47,33,2.27,4.03
Recruiter_5523,63,14,5.7,28,2.15,2.43
Recruiter_5524,47,8,2.47,54,2.67,3.28
Recruiter_5525,66,8,10.91,50,2.56,2.09
Recruiter_5526,51,17,4.32,35,2.89,1.11
Recruiter_5527,43,10,0.52,98,1.45,1.96
Recruiter_5528,51,13,4.87,35,2.12,4.64
Recruiter_5529,46,11,1.65,20,0.67,1.75
Recruiter_5530,44,8,0.87,12,0.74,3.07
Recruiter_5531,34,10,0.16,61,1.22,1.14
Recruiter_5532,63,4,26.79,52,2.32,3.17
Recruiter_5533,52,10,0.82,52,0.67,3.61
Recruiter_5534,39,10,12.84,26,1.19,3.78
Recruiter_5535,50,11,14.61,89,2.26,3.45
Recruiter_5536,55,14,8.24,86,2.38,2.3
Recruiter_5537,62,12,4.61,22,2.67,1.97
Recruiter_5538,50,12,3.63,77,0.9,2.7
Recruiter_5539,49,13,0.46,25,1.4,1.42
Recruiter_5540,58,6,22.84,85,0.89,1.48
Recruiter_5541,57,6,3.86,61,2.71,3.53
Recruiter_5542,45,9,26.5,14,1.58,4.29
Recruiter_5543,54,7,26.06,53,2.71,1.1
Recruiter_5544,43,11,3.22,40,2.19,3.97
Recruiter_5545,57,20,1.09,80,2.95,4.24
Recruiter_5546,63,7,26.94,53,0.75,4.3
Recruiter_5547,47,11,1.37,37,2.29,1.2
Recruiter_5548,41,6,27.09,82,1.92,4.36
Recruiter_5549,56,12,0.23,37,1.75,3.43
Recruiter_5550,44,10,1.82,81,2.42,1.05
Recruiter_5551,39,16,1.6,27,1.21,1.54
Recruiter_5552,60,10,6.77,49,1.48,1.94
Recruiter_5553,52,15,4.33,92,1.23,1.62
Recruiter_5554,32,11,13.46,65,0.6,4.98
Recruiter_5555,56,7,9.3,15,2.73,2.15
